Symbol,Date,Open,High,Low,Close,Volume,Sector,Index
,,ALLDIGI.NS,ALLDIGI.NS,ALLDIGI.NS,ALLDIGI.NS,ALLDIGI.NS,,
ALLDIGI,2024-09-18,1124.1500244140625,1128.5,1095.0,1101.6500244140625,12160,,NSE
ALLDIGI,2024-09-19,1109.699951171875,1120.949951171875,1086.1500244140625,1094.1500244140625,34939,,NSE
ALLDIGI,2024-09-20,1102.5999755859375,1138.0,1099.949951171875,1121.4000244140625,9665,,NSE
ALLDIGI,2024-09-23,1120.0,1129.75,1105.050048828125,1107.800048828125,9801,,NSE
ALLDIGI,2024-09-24,1115.949951171875,1139.8499755859375,1100.0,1111.449951171875,19530,,NSE
ALLDIGI,2024-09-25,1119.949951171875,1120.0999755859375,1095.050048828125,1098.3499755859375,9034,,NSE
ALLDIGI,2024-09-26,1091.0,1150.0,1069.25,1084.199951171875,56078,,NSE
ALLDIGI,2024-09-27,1090.0,1122.949951171875,1050.0,1051.449951171875,26284,,NSE
ALLDIGI,2024-09-30,1050.050048828125,1067.25,1008.0,1014.2000122070312,17578,,NSE
ALLDIGI,2024-10-01,1024.3499755859375,1035.949951171875,994.0499877929688,1017.6500244140625,22199,,NSE
ALLDIGI,2024-10-03,1020.0,1026.8499755859375,1000.0,1003.6500244140625,18488,,NSE
ALLDIGI,2024-10-04,1011.2000122070312,1041.0,987.0,1018.5499877929688,23865,,NSE
ALLDIGI,2024-10-07,1018.0,1029.050048828125,955.5,983.4000244140625,25833,,NSE
ALLDIGI,2024-10-08,999.2000122070312,1054.9000244140625,976.0,1002.3499755859375,44840,,NSE
ALLDIGI,2024-10-09,1017.4000244140625,1042.5999755859375,1010.0,1021.5999755859375,14546,,NSE
ALLDIGI,2024-10-10,1029.0,1029.0,1000.0,1002.75,9696,,NSE
ALLDIGI,2024-10-11,1010.0,1014.0,994.7000122070312,1006.4000244140625,7668,,NSE
ALLDIGI,2024-10-14,1008.1500244140625,1010.0,990.5,997.5999755859375,12191,,NSE
ALLDIGI,2024-10-15,997.9000244140625,1035.0,997.9000244140625,1021.2999877929688,13809,,NSE
ALLDIGI,2024-10-16,1021.2999877929688,1060.0,997.0,1047.1500244140625,32250,,NSE
ALLDIGI,2024-10-17,1055.949951171875,1095.0,1029.3499755859375,1088.0,31625,,NSE
ALLDIGI,2024-10-18,1088.6500244140625,1147.9000244140625,1056.050048828125,1104.800048828125,40367,,NSE
ALLDIGI,2024-10-21,1105.0,1120.949951171875,1077.050048828125,1082.9000244140625,22108,,NSE
ALLDIGI,2024-10-22,1084.0,1135.699951171875,1050.0,1062.5999755859375,47709,,NSE
ALLDIGI,2024-10-23,1051.0,1112.199951171875,1040.0,1090.8499755859375,17130,,NSE
ALLDIGI,2024-10-24,1089.949951171875,1090.0,1006.3499755859375,1021.3499755859375,29439,,NSE
ALLDIGI,2024-10-25,1002.0499877929688,1015.25,948.75,971.5999755859375,62271,,NSE
